level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
106,107,61.0,3.0,59.0,52,43.68000000000001,22.916000000000004,3.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '76.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.44'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 216, 218]",True,104010.0,47.355000000000004,51.748,,,,,,,,,,,3.9833333333333334,,,,5.0,2.0,5.0,6.0,0.01429128,0.0138454,-0.0004458799999999992,Real Madrid,Atletico,22.0,Antonio Rudiger,DC,True,1.9983844603027947,0.0,82.736103438803,A. Rudiger,5.0,Real Madrid
107,108,61.5,4.0,3.5,52,47.355000000000004,51.748,4.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,337879.0,63.525000000000006,57.120000000000005,,,,,,62.0,,,,,4.058333333333334,,,,5.0,6.0,7.0,6.0,0.0138454,0.01870347,0.004858069999999999,Real Madrid,Atletico,3.0,Eder Militao,DC,True,0.0,12.83153056224613,18.37752758655625,E. Militao,5.0,Real Madrid
108,109,62.0,4.0,8.0,52,63.525000000000006,57.120000000000005,4.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '100.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '69.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.38'}]","[91, 120, 124, 128, 36, 38, 217, 218]",True,337879.0,105.0,2.584,,,,,,,,,,,4.133333333333334,,,,,,,,,,,Real Madrid,Atletico,3.0,Eder Militao,DC,True,16.06778696987004,0.0,-52.746763618954226,E. Militao,5.0,Real Madrid
109,110,25.0,4.0,40.0,63,5.1450000000000005,40.324,4.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 74, 'displayName': 'MissHigh'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '54.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.01'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.8'}, {'type': {'value': 124, 'displayName': 'GoalKick'}}]","[91, 120, 128, 36, 37, 216, 218]",True,76662.0,59.64,40.93600000000001,,,,,,,,,,,4.666666666666667,,,,,,,,,,,Atletico,Real Madrid,13.0,Jan Oblak,GK,True,54.167826822838194,0.0,0.6434267918402068,J. Oblak,5.0,Real Madrid
110,111,65.0,4.0,42.0,52,44.730000000000004,27.608000000000004,4.0,FirstHalf,Aerial,Successful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '26'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[197, 200]",False,353423.0,,,,,,,,,,,,,4.7,,,,,,,,,,,Real Madrid,Atletico,14.0,Aurelien Tchouameni,MC,True,0.0,0.0,,A. Tchouameni,5.0,Real Madrid
111,112,26.0,4.0,42.0,63,60.27,40.392,4.0,FirstHalf,Aerial,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '65'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[198, 199]",False,302497.0,,,,,,,,,,,,,4.7,,,,,,,,,,,Atletico,Real Madrid,9.0,Alexander Sorloth,FW,True,0.0,0.0,,A. Sorloth,6.0,Atletico
112,113,66.0,4.0,42.0,52,43.47,28.492,4.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '61.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.21'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '39.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 120, 29, 139, 36, 38, 216, 218]",True,353423.0,64.365,27.064,,,,,,,,,,,4.7,,,,,,,,,,,Real Madrid,Atletico,14.0,Aurelien Tchouameni,MC,True,20.553334802287196,0.0,-3.9096122957923476,A. Tchouameni,6.0,Atletico
113,114,27.0,4.0,45.0,63,42.945,38.964,4.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '49.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.69'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.8'}]","[91, 117, 30, 139, 36, 37, 216, 218]",True,367008.0,52.080000000000005,46.444,,,,,,,,,,,4.75,,,,4.0,4.0,5.0,5.0,0.01262646,0.01429128,0.0016648199999999991,Atletico,Real Madrid,24.0,Robin Le Normand,DC,True,7.889824851729053,0.0,39.31160063194755,R. L. Normand,6.0,Atletico
114,115,28.0,4.0,46.0,63,48.510000000000005,44.88,4.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.71'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 37, 216, 218]",True,375621.0,37.065,50.184000000000005,,,,,,,,,,,4.766666666666667,,,,5.0,5.0,4.0,5.0,0.01429128,0.01269174,-0.00159954,Atletico,Real Madrid,4.0,Conor Gallagher,MC,True,-12.30793123204485,0.0,155.13539879137412,C. Gallagher,6.0,Atletico
115,116,29.0,4.0,47.0,63,37.065,50.25200000000001,4.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.64'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '7.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '33.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '50.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 117, 127, 35, 38, 215, 218]",True,361812.0,7.7700000000000005,34.204,,,,,,,,,,,4.783333333333333,,,,4.0,5.0,0.0,4.0,0.01269174,0.00941056,-0.00328118,Atletico,Real Madrid,23.0,Reinildo,DL,True,-27.37828684038493,0.0,-151.28577276161693,Reinildo,6.0,Atletico
116,117,29.5,4.0,49.5,63,7.7700000000000005,34.204,4.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,76662.0,7.875,30.94,,,,,,30.0,,,,,4.825,,,,0.0,4.0,0.0,3.0,0.00941056,0.00941056,0.0,Atletico,Real Madrid,13.0,Jan Oblak,GK,True,0.0,0.05702210281735631,-88.15748073119425,J. Oblak,6.0,Atletico
117,118,30.0,4.0,52.0,63,7.875,30.94,4.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.41'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.3'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '35.6'}, {'type': {'value': 155, 'displayName': 'Chipped'}}]","[91, 117, 124, 127, 36, 38, 215, 218]",True,76662.0,30.66,3.604,,,,,,,,,,,4.866666666666667,,,,0.0,3.0,3.0,0.0,0.00941056,0.00977659,0.00036602999999999983,Atletico,Real Madrid,13.0,Jan Oblak,GK,True,16.859105867711847,0.0,-50.188244597472135,J. Oblak,6.0,Atletico
118,119,30.5,4.0,53.5,63,30.66,3.604,4.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,303728.0,37.48500000000001,4.760000000000001,,,,,,31.0,,,,,4.8916666666666675,,,,3.0,0.0,4.0,0.0,0.00977659,0.01126267,0.0014860800000000007,Atletico,Real Madrid,16.0,Nahuel Molina,DR,True,0.0,6.739274960367879,9.613365213614216,N. Molina,6.0,Atletico
119,120,31.0,4.0,55.0,63,37.48500000000001,4.760000000000001,4.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.61'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '17.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.4'}]","[91, 117, 30, 35, 37, 216, 218]",True,303728.0,37.17,12.172,,,,,,,,,,,4.916666666666667,,,,4.0,0.0,4.0,1.0,0.01126267,0.01214719,0.0008845199999999998,Atletico,Real Madrid,16.0,Nahuel Molina,DR,True,2.31914123932512,0.0,92.43352893871412,N. Molina,6.0,Atletico
120,121,31.5,4.0,56.0,63,37.17,12.172,4.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,254582.0,31.5,14.688000000000002,,,,,,32.0,,,,,4.933333333333334,,,,4.0,1.0,3.0,1.0,0.01214719,0.0105949,-0.0015522899999999996,Atletico,Real Madrid,14.0,Marcos Llorente,MC,True,0.0,-4.739088823806355,156.07127289767993,M. Llorente,6.0,Atletico
121,122,32.0,4.0,57.0,63,31.5,14.688000000000002,4.0,FirstHalf,Dispossessed,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '67'}]","[91, 70]",True,254582.0,,,,,,,,,,,,,4.95,,,,,,,,,,,Atletico,Real Madrid,14.0,Marcos Llorente,MC,True,0.0,0.0,,M. Llorente,6.0,Atletico
122,123,67.0,4.0,57.0,52,73.5,53.312000000000005,4.0,FirstHalf,Tackle,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '32'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 142]",True,337782.0,,,,,,,,,,,,,4.95,,,,,,,,,,,Real Madrid,Atletico,7.0,Vinicius Junior,FW,True,0.0,0.0,,V. Junior,6.0,Atletico
123,124,33.0,5.0,0.0,63,15.33,28.832,5.0,FirstHalf,KeeperPickup,Successful,[],[93],False,76662.0,,,,,,,,,,,,,5.0,,,,,,,,,,,Atletico,Real Madrid,13.0,Jan Oblak,GK,True,0.0,0.0,,J. Oblak,6.0,Atletico
124,125,34.0,5.0,2.0,63,15.75,27.812,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 123, 'displayName': 'KeeperThrow'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.03'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '22.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 36, 38, 215, 218]",True,76662.0,23.835,3.604,,,,,,,,,,,5.033333333333333,,,,1.0,3.0,2.0,0.0,0.01082722,0.00844854,-0.002378680000000001,Atletico,Real Madrid,13.0,Jan Oblak,GK,True,2.794345870700994,0.0,-71.53168561273313,J. Oblak,6.0,Atletico
125,126,34.5,5.0,4.0,63,23.835,3.604,5.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,303728.0,30.03,3.5360000000000005,,,,,,35.0,,,,,5.066666666666666,,,,2.0,0.0,3.0,0.0,0.00844854,0.00977659,0.0013280500000000008,Atletico,Real Madrid,16.0,Nahuel Molina,DR,True,0.0,5.746764339562745,-0.6288872547228334,N. Molina,6.0,Atletico
126,127,35.0,5.0,6.0,63,30.03,3.5360000000000005,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.08'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '2.6'}]","[91, 117, 30, 36, 38, 216, 218]",True,303728.0,38.535000000000004,1.7680000000000002,,,,,,,,,,,5.1,,,,3.0,0.0,4.0,0.0,0.00977659,0.01126267,0.0014860800000000007,Atletico,Real Madrid,16.0,Nahuel Molina,DR,True,7.055037406964047,0.0,-11.743267767689378,N. Molina,6.0,Atletico
127,128,35.5,5.0,9.0,63,38.535000000000004,1.7680000000000002,5.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,125547.0,63.42,7.072000000000001,,,,,,36.0,,,,,5.15,,,,4.0,0.0,7.0,0.0,0.01126267,0.0174506,0.0061879299999999995,Atletico,Real Madrid,5.0,Rodrigo De Paul,MR,True,0.0,24.33011111867117,12.032004177262285,R. D. Paul,6.0,Atletico
128,129,36.0,5.0,12.0,63,63.42,7.072000000000001,5.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '94.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '36.1'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '39.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.46'}, {'type': {'value': 4, 'displayName': 'Throughball'}}]","[91, 120, 128, 130, 36, 37, 217, 218]",True,125547.0,98.7,24.548000000000002,,,,,,,,,,,5.2,,,,,,,,,,,Atletico,Real Madrid,5.0,Rodrigo De Paul,MR,True,38.17885074058115,0.0,26.35158249694186,R. D. Paul,6.0,Atletico
129,130,68.0,5.0,16.0,52,9.450000000000001,44.132000000000005,5.0,FirstHalf,KeeperPickup,Successful,[],[93],False,73798.0,,,,,,,,,,,,,5.266666666666667,,,,,,,,,,,Real Madrid,Atletico,1.0,Thibaut Courtois,GK,True,0.0,0.0,,T. Courtois,7.0,Real Madrid
130,131,69.0,5.0,22.0,52,9.975,37.400000000000006,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '80.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.70'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.8'}, {'type': {'value': 123, 'displayName': 'KeeperThrow'}}]","[91, 36, 37, 215, 218]",True,73798.0,30.240000000000002,54.604,,,,,,,,,,,5.366666666666666,,,,1.0,4.0,3.0,6.0,0.01082722,0.0105949,-0.0002323199999999994,Real Madrid,Atletico,1.0,Thibaut Courtois,GK,True,17.53851516251561,0.0,40.32963857937764,T. Courtois,7.0,Real Madrid
131,132,69.5,5.0,23.5,52,30.240000000000002,54.604,5.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,379868.0,35.28,55.89600000000001,,,,,,109.0,,,,,5.391666666666667,,,,3.0,6.0,3.0,6.0,0.0105949,0.0105949,0.0,Real Madrid,Atletico,5.0,Jude Bellingham,ML,True,0.0,4.469844782056569,14.378112419268067,J. Bellingham,7.0,Real Madrid
132,133,109.0,5.0,25.0,52,35.28,55.89600000000001,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.37'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '97.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.5'}]","[91, 117, 30, 36, 37, 216, 218]",True,379868.0,37.38,66.164,,,,,,,,,,,5.416666666666667,,,,4.0,6.0,4.0,7.0,0.01214719,0.01126267,-0.0008845199999999998,Real Madrid,Atletico,5.0,Jude Bellingham,ML,True,-1.8023723181844673,0.0,78.44132992607067,J. Bellingham,7.0,Real Madrid
133,134,70.0,5.0,29.0,52,36.015,63.85200000000001,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.16'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '81.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.3'}]","[91, 117, 30, 35, 38, 215, 218]",True,296337.0,30.555000000000003,55.080000000000005,,,,,,,,,,,5.483333333333333,,,,4.0,7.0,3.0,6.0,0.01126267,0.0105949,-0.0006677699999999998,Real Madrid,Atletico,23.0,Ferland Mendy,DL,True,-2.205025655076227,0.0,-121.89958046084527,F. Mendy,7.0,Real Madrid
134,135,71.0,5.0,30.0,52,30.555000000000003,54.876000000000005,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '20.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.71'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.2'}]","[91, 117, 30, 35, 38, 215, 218]",True,379868.0,21.945,49.43600000000001,,,,,,,,,,,5.5,,,,3.0,6.0,2.0,5.0,0.0105949,0.01001304,-0.00058186,Real Madrid,Atletico,5.0,Jude Bellingham,ML,True,-7.160577650299885,0.0,-147.71434200448041,J. Bellingham,7.0,Real Madrid
135,136,72.0,5.0,34.0,52,22.05,46.988,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.79'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '22.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.9'}]","[91, 117, 30, 36, 38, 215, 218]",True,337879.0,23.94,22.372,,,,,,,,,,,5.566666666666666,,,,2.0,5.0,2.0,2.0,0.01001304,0.01001304,0.0,Real Madrid,Atletico,3.0,Eder Militao,DC,True,2.0708821053055573,0.0,-85.60948234992857,E. Militao,7.0,Real Madrid
136,137,72.5,5.0,37.0,52,23.94,22.372,5.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,104010.0,27.615000000000002,23.868000000000002,,,,,,73.0,,,,,5.616666666666667,,,,2.0,2.0,3.0,2.0,0.01001304,0.01110462,0.00109158,Real Madrid,Atletico,22.0,Antonio Rudiger,DC,True,0.0,3.8442955976691167,22.150001213437648,A. Rudiger,7.0,Real Madrid
137,138,73.0,5.0,40.0,52,27.615000000000002,23.868000000000002,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.57'}]","[91, 117, 30, 35, 37, 215, 218]",True,104010.0,27.51,49.43600000000001,,,,,,,,,,,5.666666666666667,,,,3.0,2.0,3.0,5.0,0.01110462,0.01110462,0.0,Real Madrid,Atletico,22.0,Antonio Rudiger,DC,True,-0.966996935801518,0.0,90.23529501834511,A. Rudiger,7.0,Real Madrid
138,139,73.5,5.0,43.5,52,27.51,49.43600000000001,5.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,337879.0,33.495,49.164,,,,,,74.0,,,,,5.725,,,,3.0,5.0,3.0,5.0,0.01110462,0.01110462,0.0,Real Madrid,Atletico,3.0,Eder Militao,DC,True,0.0,5.917243589088045,-2.6021279527574595,E. Militao,7.0,Real Madrid
139,140,74.0,5.0,47.0,52,33.495,49.164,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.54'}]","[91, 117, 30, 36, 38, 216, 218]",True,337879.0,42.0,41.344,,,,,,,,,,,5.783333333333333,,,,3.0,5.0,4.0,4.0,0.01110462,0.01262646,0.00152184,Real Madrid,Atletico,3.0,Eder Militao,DC,True,9.668619121837018,0.0,-42.59726803005822,E. Militao,7.0,Real Madrid
140,141,74.5,5.0,49.0,52,42.0,41.344,5.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,353423.0,38.43,45.492000000000004,,,,,,75.0,,,,,5.816666666666666,,,,4.0,4.0,4.0,5.0,0.01262646,0.01269174,6.527999999999916e-05,Real Madrid,Atletico,14.0,Aurelien Tchouameni,MC,True,0.0,-4.128045782867254,130.71712153475386,A. Tchouameni,7.0,Real Madrid
141,142,75.0,5.0,51.0,52,38.43,45.492000000000004,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.80'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '80.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 37, 216, 218]",True,353423.0,36.225,54.74,,,,,,,,,,,5.85,,,,4.0,5.0,4.0,6.0,0.01269174,0.01214719,-0.0005445499999999995,Real Madrid,Atletico,14.0,Aurelien Tchouameni,MC,True,-4.279520025262784,0.0,103.41064408277143,A. Tchouameni,7.0,Real Madrid
142,143,75.5,5.0,51.5,52,36.225,54.74,5.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,337879.0,32.865,56.508,,,,,,76.0,,,,,5.858333333333333,,,,4.0,6.0,3.0,6.0,0.01214719,0.0105949,-0.0015522899999999996,Real Madrid,Atletico,3.0,Eder Militao,DC,True,0.0,-3.7308220984782565,152.2470821447034,E. Militao,7.0,Real Madrid
143,144,76.0,5.0,52.0,52,32.865,56.508,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.82'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.9'}]","[91, 117, 30, 36, 37, 216, 218]",True,337879.0,40.845,65.07600000000001,,,,,,,,,,,5.866666666666667,,,,3.0,6.0,4.0,7.0,0.0105949,0.01126267,0.0006677699999999998,Real Madrid,Atletico,3.0,Eder Militao,DC,True,4.279779343908089,0.0,47.03503445685992,E. Militao,7.0,Real Madrid
144,145,77.0,5.0,54.0,52,40.845,65.07600000000001,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '84.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.83'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.8'}]","[91, 117, 30, 36, 38, 216, 218]",True,337782.0,41.79,57.25600000000001,,,,,,,,,,,5.9,,,,4.0,7.0,4.0,6.0,0.01126267,0.01214719,0.0008845199999999998,Real Madrid,Atletico,7.0,Vinicius Junior,FW,True,3.932815574512574,0.0,-83.10956076218105,V. Junior,7.0,Real Madrid
145,146,78.0,5.0,55.0,52,41.79,57.25600000000001,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.87'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '88.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.3'}]","[91, 117, 30, 35, 37, 215, 218]",True,379868.0,30.87,60.248,,,,,,,,,,,5.916666666666667,,,,4.0,6.0,3.0,7.0,0.01214719,0.00977659,-0.0023706000000000005,Real Madrid,Atletico,5.0,Jude Bellingham,ML,True,-11.287377332198801,0.0,164.67742022563453,J. Bellingham,7.0,Real Madrid
